,name,light_years_from_earth,planet_mass,stellar_magnitude,discovery_date,planet_type,planet_radius,orbital_radius,orbital_period,eccentricity,solar_system_name,planet_discovery_method,planet_orbital_inclination,planet_density,right_ascension,declination,host_temperature,host_mass,host_radius
3439,Kepler-731 b,4276.0,Unknown,15.285,2016,Gas Giant,2016,Unknown,1.238 x Jupiter,Unknown,Kepler-1220,Transit,,,19h48m16.89s,+42d58m39.9s,5842.0,1.0,0.99
3440,Kepler-732 b,489.0,5.39 Earths,15.052,2016,Neptune-like,2016,5.39 Earths,2.18 x Earth,Unknown,,,,,,,,,
3441,Kepler-732 c,489.0,2.15 Earths,15.052,2016,Super Earth,2016,2.15 Earths,1.27 x Earth,Unknown,Kepler-1221,Transit,,,19h03m17.36s,+45d42m42.8s,5194.0,0.87,0.82
3442,Kepler-733 b,3197.0,8.35 Earths,15.395,2016,Neptune-like,2016,8.35 Earths,0.252 x Jupiter,Unknown,,,,,,,,,
3443,Kepler-734 b,1804.0,12.4 Earths,14.412,2016,Neptune-like,2016,12.4 Earths,0.318 x Jupiter,Unknown,Kepler-1222,Transit,,,19h39m33.52s,+49d22m47.2s,5239.0,0.84,0.8
3444,Kepler-735 b,2577.0,9.01 Earths,15.385,2016,Neptune-like,2016,9.01 Earths,0.263 x Jupiter,Unknown,,,,,,,,,
3445,Kepler-736 b,3285.0,8.91 Earths,15.742,2016,Neptune-like,2016,8.91 Earths,0.261 x Jupiter,Unknown,Kepler-1223,Transit,,,19h01m10.98s,+44d33m09.9s,4870.0,0.8,0.75
3446,Kepler-737 b,636.0,4.5 Earths,15.146,2016,Super Earth,2016,4.5 Earths,1.96 x Earth,Unknown,,,,,,,,,
3447,Kepler-738 b,3236.0,6.8 Earths,15.591,2016,Neptune-like,2016,6.8 Earths,0.223 x Jupiter,Unknown,Kepler-1224,Transit,,,19h06m30.18s,+37d32m14.3s,6155.0,1.18,1.22
3448,Kepler-739 b,3680.0,11 Earths,15.453,2016,Neptune-like,2016,11 Earths,0.296 x Jupiter,Unknown,,,,,,,,,
3449,Kepler-740 b,4117.0,18.9 Earths,15.923,2016,Neptune-like,2016,18.9 Earths,0.408 x Jupiter,Unknown,Kepler-1225,Transit,,,19h22m31.99s,+40d08m13.2s,6140.0,1.13,1.19
3450,Kepler-741 b,4991.0,9.11 Earths,15.046,2016,Neptune-like,2016,9.11 Earths,0.265 x Jupiter,Unknown,,,,,,,,,
3451,Kepler-742 b,1628.0,10.6 Earths,15.172,2016,Neptune-like,2016,10.6 Earths,0.289 x Jupiter,Unknown,Kepler-1226,Transit,,,19h45m30.46s,+50d37m17.3s,5923.0,1.02,1.02
3452,Kepler-743 b,842.0,1.92 Earths,12.541,2016,Super Earth,2016,1.92 Earths,1.21 x Earth,Unknown,,,,,,,,,
3453,Kepler-744 b,1585.0,3.26 Earths,13.584,2016,Super Earth,2016,3.26 Earths,1.62 x Earth,Unknown,Kepler-1227,Transit,,,19h08m15.93s,+41d52m29.7s,5747.0,0.97,0.95
3454,Kepler-745 b,3911.0,5.31 Earths,15.163,2016,Neptune-like,2016,5.31 Earths,2.16 x Earth,Unknown,,,,,,,,,
3455,Kepler-746 b,1468.0,1.41 Earths,13.611,2016,Super Earth,2016,1.41 Earths,1.11 x Earth,Unknown,Kepler-1228,Transit,,,19h46m12.74s,+46d57m58.6s,5063.0,0.78,0.74
3456,Kepler-747 b,2789.0,24.1 Earths,15.724,2016,Neptune-like,2016,24.1 Earths,0.47 x Jupiter,Unknown,,,,,,,,,
3457,Kepler-748 b,4146.0,6.9 Earths,15.219,2016,Neptune-like,2016,6.9 Earths,0.225 x Jupiter,Unknown,Kepler-1229,Transit,,,19h49m56.81s,+46d59m48.2s,3784.0,0.54,0.51
3458,Kepler-749 b,2456.0,9.8 Earths,15.773,2016,Neptune-like,2016,9.8 Earths,0.277 x Jupiter,Unknown,,,,,,,,,
3459,Kepler-74 b,3974.0,0.63 Jupiters,14.23,2013,Gas Giant,2013,0.63 Jupiters,0.96 x Jupiter,0.0781 AU,Kepler-123,Transit,,,19h47m59.67s,+42d46m55.0s,6089.0,,1.26
3460,Kepler-750 b,3852.0,9.64 Earths,14.467,2016,Neptune-like,2016,9.64 Earths,0.274 x Jupiter,Unknown,,,,,,,,,
3461,Kepler-750 c,3852.0,3.26 Earths,14.467,2016,Super Earth,2016,3.26 Earths,1.62 x Earth,Unknown,Kepler-123,Transit,,,19h47m59.67s,+42d46m55.0s,6089.0,,1.26
3462,Kepler-751 b,2440.0,6.62 Earths,14.98,2016,Neptune-like,2016,6.62 Earths,0.219 x Jupiter,Unknown,,,,,,,,,
3463,Kepler-752 b,3507.0,8.3 Earths,15.719,2016,Neptune-like,2016,8.3 Earths,0.251 x Jupiter,Unknown,Kepler-1230,Transit,,,18h53m03.48s,+41d42m41.2s,5961.0,1.06,1.08
3464,Kepler-753 b,907.0,4.31 Earths,14.475,2016,Super Earth,2016,4.31 Earths,1.91 x Earth,Unknown,,,,,,,,,
3465,Kepler-754 b,3888.0,4.7 Earths,15.126,2016,Super Earth,2016,4.7 Earths,2.01 x Earth,Unknown,Kepler-1231,Transit,,,19h14m21.21s,+42d36m20.4s,5778.0,1.01,1.0
3466,Kepler-755 b,1200.0,3.75 Earths,14.024,2016,Super Earth,2016,3.75 Earths,1.76 x Earth,Unknown,,,,,,,,,
3467,Kepler-755 c,1200.0,2.13 Earths,14.024,2016,Super Earth,2016,2.13 Earths,1.26 x Earth,Unknown,Kepler-1232,Transit,,,19h46m12.01s,+49d06m08.4s,5471.0,0.92,0.89
3468,Kepler-756 b,2779.0,1.46 Earths,15.391,2016,Super Earth,2016,1.46 Earths,1.12 x Earth,Unknown,,,,,,,,,
3469,Kepler-757 b,3314.0,2.42 Earths,14.764,2016,Super Earth,2016,2.42 Earths,1.36 x Earth,Unknown,Kepler-1233,Transit,,,19h49m30.02s,+46d39m44.0s,6198.0,1.16,1.25
3470,Kepler-758 b,4413.0,6.71 Earths,14.327,2016,Neptune-like,2016,6.71 Earths,0.221 x Jupiter,Unknown,,,,,,,,,
3471,Kepler-758 c,4413.0,3.5 Earths,14.327,2016,Super Earth,2016,3.5 Earths,1.69 x Earth,Unknown,Kepler-1234,Transit,,,19h10m05.29s,+51d22m33.1s,4967.0,0.8,0.76
3472,Kepler-758 d,4413.0,5.14 Earths,14.327,2016,Neptune-like,2016,5.14 Earths,2.12 x Earth,Unknown,,,,,,,,,
3473,Kepler-758 e,4413.0,2.96 Earths,14.327,2016,Super Earth,2016,2.96 Earths,1.53 x Earth,Unknown,Kepler-1235,Transit,,,18h59m36.72s,+43d57m14.3s,5541.0,0.93,0.9
3474,Kepler-759 b,2910.0,5.77 Earths,14.787,2016,Neptune-like,2016,5.77 Earths,0.203 x Jupiter,Unknown,,,,,,,,,
3475,Kepler-75 b,2791.0,10.1 Jupiters,15.179,2013,Gas Giant,2013,10.1 Jupiters,1.05 x Jupiter,0.0818 AU,Kepler-1236,Transit,,,19h42m29.93s,+42d32m45.2s,5337.0,0.86,0.82
3476,Kepler-760 b,2551.0,9.59 Earths,15.073,2016,Neptune-like,2016,9.59 Earths,0.273 x Jupiter,Unknown,,,,,,,,,
3477,Kepler-760 c,2551.0,2.79 Earths,15.073,2016,Super Earth,2016,2.79 Earths,1.48 x Earth,Unknown,Kepler-1237,Transit,,,19h42m31.02s,+44d41m26.2s,5472.0,0.94,0.9
3478,Kepler-761 b,2828.0,4.78 Earths,14.709,2016,Super Earth,2016,4.78 Earths,2.03 x Earth,Unknown,,,,,,,,,
3479,Kepler-762 b,4779.0,Unknown,15.427,2016,Gas Giant,2016,Unknown,1.131 x Jupiter,Unknown,Kepler-1238,Transit,,,19h51m37.39s,+40d09m46.3s,6386.0,1.3,1.48
3480,Kepler-763 b,2942.0,1.98 Earths,15.682,2016,Super Earth,2016,1.98 Earths,1.22 x Earth,Unknown,,,,,,,,,
3481,Kepler-764 b,3304.0,3.33 Earths,15.3,2016,Super Earth,2016,3.33 Earths,1.64 x Earth,Unknown,Kepler-1239,Transit,,,19h32m30.57s,+42d19m12.4s,6564.0,1.4,1.57
3482,Kepler-765 b,3262.0,6.48 Earths,14.6,2016,Neptune-like,2016,6.48 Earths,0.217 x Jupiter,Unknown,,,,,,,,,
3483,Kepler-766 b,5265.0,11.4 Earths,15.648,2016,Neptune-like,2016,11.4 Earths,0.302 x Jupiter,Unknown,Kepler-124,Transit,,,19h07m00.67s,+49d03m53.7s,4984.0,,0.64
3484,Kepler-767 b,3865.0,35.7 Earths,15.418,2016,Neptune-like,2016,35.7 Earths,0.592 x Jupiter,Unknown,,,,,,,,,
3485,Kepler-768 b,2593.0,3.86 Earths,15.723,2016,Super Earth,2016,3.86 Earths,1.79 x Earth,Unknown,Kepler-124,Transit,,,19h07m00.67s,+49d03m53.7s,4984.0,,0.64
3486,Kepler-769 b,4443.0,8.85 Earths,14.76,2016,Neptune-like,2016,8.85 Earths,0.261 x Jupiter,Unknown,,,,,,,,,
3487,Kepler-769 c,4443.0,3.86 Earths,14.76,2016,Super Earth,2016,3.86 Earths,1.79 x Earth,Unknown,Kepler-124,Transit,,,19h07m00.67s,+49d03m53.7s,4984.0,,0.64
3488,Kepler-76 b,2749.0,2.01 Jupiters,13.276,2013,Gas Giant,2013,2.01 Jupiters,1.36 x Jupiter,0.0274 AU,,,,,,,,,
3489,Kepler-770 b,2482.0,5.9 Earths,14.597,2016,Neptune-like,2016,5.9 Earths,0.205 x Jupiter,Unknown,Kepler-1240,Transit,,,18h51m59.93s,+40d33m26.8s,5682.0,0.98,0.96
3490,Kepler-770 c,2482.0,1.87 Earths,14.597,2016,Super Earth,2016,1.87 Earths,1.2 x Earth,Unknown,,,,,,,,,
3491,Kepler-770 d,2482.0,2.54 Earths,14.597,2016,Super Earth,2016,2.54 Earths,1.4 x Earth,Unknown,Kepler-1241,Transit,,,19h38m18.30s,+38d27m25.1s,5261.0,0.84,0.8
3492,Kepler-771 b,3262.0,3.97 Earths,14.746,2016,Super Earth,2016,3.97 Earths,1.82 x Earth,Unknown,,,,,,,,,
3493,Kepler-772 b,2248.0,3.97 Earths,13.956,2016,Super Earth,2016,3.97 Earths,1.82 x Earth,Unknown,Kepler-1242,Transit,,,18h58m25.49s,+41d11m47.0s,4895.0,0.77,0.74
3494,Kepler-773 b,1722.0,2.63 Earths,13.28,2016,Super Earth,2016,2.63 Earths,1.43 x Earth,Unknown,,,,,,,,,
3495,Kepler-774 b,3882.0,10.2 Earths,12.77,2016,Neptune-like,2016,10.2 Earths,0.283 x Jupiter,Unknown,Kepler-1243,Transit,,,19h36m02.27s,+42d52m50.8s,5667.0,0.96,0.94
3496,Kepler-775 b,1305.0,1.81 Earths,13.467,2016,Super Earth,2016,1.81 Earths,1.19 x Earth,Unknown,,,,,,,,,
3497,Kepler-776 b,2371.0,2.18 Earths,15.42,2016,Super Earth,2016,2.18 Earths,1.28 x Earth,Unknown,Kepler-1244,Transit,,,18h49m12.29s,+46d30m58.3s,6680.0,1.46,1.77
3498,Kepler-777 b,1249.0,2.76 Earths,15.94,2016,Super Earth,2016,2.76 Earths,1.47 x Earth,Unknown,,,,,,,,,
3499,Kepler-778 b,2933.0,3.46 Earths,15.751,2016,Super Earth,2016,3.46 Earths,1.68 x Earth,Unknown,Kepler-1245,Transit,,,19h22m58.64s,+43d15m38.8s,5306.0,0.86,0.83
3500,Kepler-779 b,731.0,0.721 Earths,15.634,2016,Terrestrial,2016,0.721 Earths,0.92 x Earth,Unknown,,,,,,,,,
3501,Kepler-77 b,1859.0,0.43 Jupiters,13.917,2013,Gas Giant,2013,0.43 Jupiters,0.96 x Jupiter,0.04501 AU,Kepler-1245,Transit,,,19h22m58.64s,+43d15m38.8s,5306.0,0.86,0.83
3502,Kepler-780 b,1696.0,0.64 Earths,13.339,2016,Terrestrial,2016,0.64 Earths,0.89 x Earth,Unknown,,,,,,,,,
3503,Kepler-781 b,3379.0,8.7 Earths,15.951,2016,Neptune-like,2016,8.7 Earths,0.258 x Jupiter,Unknown,Kepler-1246,Transit,,,19h10m37.78s,+48d58m55.8s,4611.0,0.73,0.69
3504,Kepler-782 b,1344.0,10.4 Earths,12.73,2016,Neptune-like,2016,10.4 Earths,0.286 x Jupiter,Unknown,,,,,,,,,
3505,Kepler-783 b,1775.0,0.399 Earths,13.938,2016,Terrestrial,2016,0.399 Earths,0.78 x Earth,Unknown,Kepler-1247,Transit,,,19h38m08.05s,+46d37m05.8s,5303.0,0.86,0.82
3506,Kepler-783 c,1775.0,6.04 Earths,13.938,2020,Neptune-like,2020,6.04 Earths,0.208 x Jupiter,Unknown,,,,,,,,,
3507,Kepler-784 b,1970.0,3.12 Earths,13.263,2016,Super Earth,2016,3.12 Earths,1.58 x Earth,Unknown,Kepler-1248,Transit,,,19h12m14.24s,+51d21m16.0s,6149.0,1.21,1.21
3508,Kepler-785 b,2172.0,Unknown,15.762,2016,Gas Giant,2016,Unknown,1.162 x Jupiter,Unknown,,,,,,,,,
3509,Kepler-786 b,1670.0,6.48 Earths,14.946,2016,Neptune-like,2016,6.48 Earths,0.217 x Jupiter,Unknown,Kepler-1249,Transit,,,19h47m34.77s,+44d22m18.4s,6202.0,1.19,1.28
3510,Kepler-787 b,1527.0,2.18 Earths,15.861,2016,Super Earth,2016,2.18 Earths,1.28 x Earth,Unknown,,,,,,,,,
3511,Kepler-788 b,5379.0,7.04 Earths,15.26,2016,Neptune-like,2016,7.04 Earths,0.227 x Jupiter,Unknown,Kepler-125,Transit,,,19h53m01.95s,+47d36m17.8s,3810.0,,0.51
3512,Kepler-789 b,2985.0,5.14 Earths,14.509,2016,Neptune-like,2016,5.14 Earths,2.12 x Earth,Unknown,,,,,,,,,
3513,Kepler-78 b,407.0,3.1783 Earths,11.529,2013,Super Earth,2013,3.1783 Earths,1.121 x Earth,Unknown,Kepler-125,Transit,,,19h53m01.95s,+47d36m17.8s,3810.0,,0.51
3514,Kepler-790 b,2371.0,5.39 Earths,15.195,2016,Neptune-like,2016,5.39 Earths,2.18 x Earth,Unknown,,,,,,,,,
3515,Kepler-791 b,4720.0,9.53 Earths,14.369,2016,Neptune-like,2016,9.53 Earths,0.272 x Jupiter,Unknown,Kepler-1250,Transit,,,19h11m10.53s,+45d58m48.9s,5717.0,0.99,0.98
3516,Kepler-792 b,3931.0,4.5 Earths,14.976,2016,Super Earth,2016,4.5 Earths,1.96 x Earth,Unknown,,,,,,,,,
3517,Kepler-793 b,2590.0,2.45 Earths,14.601,2016,Super Earth,2016,2.45 Earths,1.37 x Earth,Unknown,Kepler-1251,Transit,,,19h28m27.64s,+49d15m23.1s,5545.0,0.92,0.89
3518,Kepler-794 b,2489.0,5.1 Earths,13.442,2016,Neptune-like,2016,5.1 Earths,2.11 x Earth,Unknown,,,,,,,,,
3519,Kepler-795 b,1494.0,3.46 Earths,13.311,2016,Super Earth,2016,3.46 Earths,1.68 x Earth,Unknown,Kepler-1252,Transit,,,19h55m48.08s,+46d41m34.1s,5949.0,1.06,1.09
3520,Kepler-796 b,1230.0,2.24 Earths,12.987,2016,Super Earth,2016,2.24 Earths,1.3 x Earth,Unknown,,,,,,,,,
3521,Kepler-797 b,2453.0,5.35 Earths,14.542,2016,Neptune-like,2016,5.35 Earths,2.17 x Earth,Unknown,Kepler-1253,Transit,,,18h55m32.43s,+47d38m14.0s,5850.0,0.97,1.1
3522,Kepler-798 b,3539.0,6.3 Earths,14.165,2016,Neptune-like,2016,6.3 Earths,0.213 x Jupiter,Unknown,,,,,,,,,
3523,Kepler-799 b,3357.0,37.9 Earths,15.12,2016,Neptune-like,2016,37.9 Earths,0.614 x Jupiter,Unknown,Kepler-1254,Transit,,,19h00m41.60s,+48d46m12.2s,4985.0,0.78,0.75
3524,Kepler-79 b,3430.0,10.9 Earths,13.882,2012,Neptune-like,2012,10.9 Earths,0.31 x Jupiter,0.117 AU,,,,,,,,,
3525,Kepler-79 c,3430.0,5.9 Earths,13.882,2012,Neptune-like,2012,5.9 Earths,0.332 x Jupiter,0.187 AU,Kepler-1254,Transit,,,19h00m41.60s,+48d46m12.2s,4985.0,0.78,0.75
3526,Kepler-79 d,3430.0,6 Earths,13.882,2014,Neptune-like,2014,6 Earths,0.639 x Jupiter,0.287 AU,,,,,,,,,
3527,Kepler-79 e,3430.0,4.1 Earths,13.882,2014,Neptune-like,2014,4.1 Earths,0.311 x Jupiter,0.386 AU,Kepler-1254,Transit,,,19h00m41.60s,+48d46m12.2s,4985.0,0.78,0.75
3528,Kepler-7 b,3091.0,0.441 Jupiters,12.865,2009,Gas Giant,2009,0.441 Jupiters,1.622 x Jupiter,0.06067 AU,,,,,,,,,
3529,Kepler-800 b,3422.0,8.5 Earths,15.748,2016,Neptune-like,2016,8.5 Earths,0.254 x Jupiter,Unknown,Kepler-1255,Transit,,,19h40m57.43s,+42d43m35.3s,6018.0,1.08,1.12
3530,Kepler-801 b,1367.0,4.66 Earths,15.276,2016,Super Earth,2016,4.66 Earths,2.0 x Earth,Unknown,,,,,,,,,
3531,Kepler-802 b,2701.0,12.3 Earths,14.811,2016,Neptune-like,2016,12.3 Earths,0.316 x Jupiter,Unknown,Kepler-1256,Transit,,,19h25m53.83s,+44d41m00.7s,6129.0,1.17,1.36
3532,Kepler-803 b,2006.0,13.8 Earths,13.63,2016,Neptune-like,2016,13.8 Earths,0.338 x Jupiter,Unknown,,,,,,,,,
3533,Kepler-804 b,2114.0,4.42 Earths,13.736,2016,Super Earth,2016,4.42 Earths,1.94 x Earth,Unknown,Kepler-1257,Transit,,,19h44m18.16s,+45d37m37.4s,5502.0,0.9,0.87
3534,Kepler-804 c,2114.0,1.55 Earths,13.736,2016,Super Earth,2016,1.55 Earths,1.14 x Earth,Unknown,,,,,,,,,
3535,Kepler-805 b,2143.0,8.7 Earths,12.505,2016,Neptune-like,2016,8.7 Earths,0.258 x Jupiter,Unknown,Kepler-1258,Transit,,,19h01m37.19s,+49d59m41.1s,5839.0,0.99,0.99
3536,Kepler-806 b,848.0,1.55 Earths,11.591,2016,Super Earth,2016,1.55 Earths,1.14 x Earth,Unknown,,,,,,,,,
3537,Kepler-807 b,4280.0,0.242 Jupiters,15.069,2016,Gas Giant,2016,0.242 Jupiters,0.93 x Jupiter,Unknown,Kepler-1259,Transit,,,19h51m21.96s,+46d58m03.7s,5053.0,0.8,0.77
3538,Kepler-808 b,1047.0,2.73 Earths,14.354,2016,Super Earth,2016,2.73 Earths,1.46 x Earth,Unknown,,,,,,,,,
3539,Kepler-809 b,3043.0,9.32 Earths,14.68,2016,Neptune-like,2016,9.32 Earths,0.269 x Jupiter,Unknown,Kepler-126,Transit,,,19h17m23.35s,+44d12m30.8s,6239.0,,1.36
3540,Kepler-80 b,1165.0,6.93 Earths,14.756,2012,Neptune-like,2012,6.93 Earths,0.238 x Jupiter,0.0648 AU,,,,,,,,,
3541,Kepler-80 c,1165.0,6.74 Earths,14.756,2012,Neptune-like,2012,6.74 Earths,0.244 x Jupiter,0.0792 AU,Kepler-126,Transit,,,19h17m23.35s,+44d12m30.8s,6239.0,,1.36
3542,Kepler-80 d,1165.0,6.75 Earths,14.756,2014,Super Earth,2014,6.75 Earths,1.53 x Earth,0.0372 AU,,,,,,,,,
3543,Kepler-80 e,1165.0,4.13 Earths,14.756,2014,Super Earth,2014,4.13 Earths,1.6 x Earth,0.0491 AU,Kepler-126,Transit,,,19h17m23.35s,+44d12m30.8s,6239.0,,1.36
3544,Kepler-80 f,1165.0,1.92 Earths,14.756,2016,Super Earth,2016,1.92 Earths,1.21 x Earth,0.0175 AU,,,,,,,,,
3545,Kepler-80 g,1165.0,1.51 Earths,14.756,2017,Super Earth,2017,1.51 Earths,1.13 x Earth,Unknown,Kepler-1260,Transit,,,19h42m21.90s,+42d33m18.9s,5961.0,1.06,1.08
3546,Kepler-810 b,5069.0,4.38 Earths,15.761,2016,Super Earth,2016,4.38 Earths,1.93 x Earth,Unknown,,,,,,,,,
3547,Kepler-811 b,2763.0,7.75 Earths,13.958,2016,Neptune-like,2016,7.75 Earths,0.241 x Jupiter,Unknown,Kepler-1261,Transit,,,19h00m55.79s,+48d48m24.2s,5006.0,0.82,0.77
3548,Kepler-812 b,4834.0,12.3 Earths,13.749,2016,Neptune-like,2016,12.3 Earths,0.317 x Jupiter,Unknown,,,,,,,,,
3549,Kepler-813 b,2740.0,5.22 Earths,14.535,2016,Neptune-like,2016,5.22 Earths,2.14 x Earth,Unknown,Kepler-1262,Transit,,,19h15m05.24s,+42d12m47.6s,5771.0,0.99,0.98
3550,Kepler-814 b,4329.0,5.14 Earths,14.666,2016,Neptune-like,2016,5.14 Earths,2.12 x Earth,Unknown,,,,,,,,,
3551,Kepler-815 b,3911.0,15.8 Earths,13.231,2016,Neptune-like,2016,15.8 Earths,0.367 x Jupiter,Unknown,Kepler-1263,Transit,,,19h05m56.08s,+46d45m09.4s,5213.0,0.84,0.8
3552,Kepler-816 b,3454.0,0.234 Jupiters,15.936,2016,Gas Giant,2016,0.234 Jupiters,0.914 x Jupiter,Unknown,,,,,,,,,
3553,Kepler-817 b,4570.0,0.189 Jupiters,15.597,2016,Gas Giant,2016,0.189 Jupiters,0.806 x Jupiter,Unknown,Kepler-1264,Transit,,,19h19m32.25s,+45d12m41.4s,5791.0,0.99,0.98
3554,Kepler-818 b,3154.0,22.9 Earths,15.057,2016,Neptune-like,2016,22.9 Earths,0.456 x Jupiter,Unknown,,,,,,,,,
3555,Kepler-819 b,2355.0,8.05 Earths,15.066,2016,Neptune-like,2016,8.05 Earths,0.246 x Jupiter,Unknown,Kepler-1265,Transit,,,18h58m20.59s,+47d04m46.3s,4630.0,0.71,0.69
3556,Kepler-81 b,1148.0,17.2 Earths,15.004,2012,Super Earth,2012,17.2 Earths,0.216 x Jupiter,0.0522 AU,,,,,,,,,
3557,Kepler-81 c,1148.0,4.3 Earths,15.004,2012,Neptune-like,2012,4.3 Earths,0.211 x Jupiter,0.08347 AU,Kepler-1266,Transit,,,19h03m28.63s,+42d43m41.1s,5044.0,0.8,0.76
3558,Kepler-81 d,1148.0,1.92 Earths,15.004,2014,Super Earth,2014,1.92 Earths,1.21 x Earth,0.128 AU,,,,,,,,,
3559,Kepler-820 b,3226.0,30.8 Earths,13.944,2016,Neptune-like,2016,30.8 Earths,0.543 x Jupiter,Unknown,Kepler-1267,Transit,,,19h56m40.69s,+43d26m27.9s,6096.0,1.15,1.2
3560,Kepler-821 b,2019.0,2.27 Earths,14.818,2016,Super Earth,2016,2.27 Earths,1.31 x Earth,Unknown,,,,,,,,,
3561,Kepler-822 b,3118.0,3.78 Earths,14.597,2016,Super Earth,2016,3.78 Earths,1.77 x Earth,Unknown,Kepler-1268,Transit,,,19h11m21.24s,+43d09m11.6s,5904.0,1.06,1.09
3562,Kepler-823 b,2923.0,3.09 Earths,14.762,2016,Super Earth,2016,3.09 Earths,1.57 x Earth,Unknown,,,,,,,,,
3563,Kepler-824 b,4410.0,4.16 Earths,14.883,2016,Super Earth,2016,4.16 Earths,1.87 x Earth,Unknown,Kepler-1269,Transit,,,19h11m13.34s,+45d20m26.0s,5998.0,1.1,1.15
3564,Kepler-825 b,2675.0,2.96 Earths,14.145,2016,Super Earth,2016,2.96 Earths,1.53 x Earth,Unknown,,,,,,,,,
3565,Kepler-825 c,2675.0,4.04 Earths,14.145,2016,Super Earth,2016,4.04 Earths,1.84 x Earth,Unknown,Kepler-127,Transit,,,19h00m45.60s,+46d01m40.7s,6106.0,,1.36
3566,Kepler-826 b,2117.0,2.1 Earths,13.412,2016,Super Earth,2016,2.1 Earths,1.25 x Earth,Unknown,,,,,,,,,
3567,Kepler-827 b,4410.0,27 Earths,15.862,2016,Neptune-like,2016,27 Earths,0.502 x Jupiter,Unknown,Kepler-127,Transit,,,19h00m45.60s,+46d01m40.7s,6106.0,,1.36
3568,Kepler-828 b,2039.0,2.89 Earths,15.044,2016,Super Earth,2016,2.89 Earths,1.51 x Earth,Unknown,,,,,,,,,
3569,Kepler-829 b,3112.0,5.1 Earths,14.921,2016,Neptune-like,2016,5.1 Earths,2.11 x Earth,Unknown,Kepler-127,Transit,,,19h00m45.60s,+46d01m40.7s,6106.0,,1.36
3570,Kepler-82 b,3027.0,12.15 Earths,15.138,2012,Neptune-like,2012,12.15 Earths,0.363 x Jupiter,0.1683 AU,,,,,,,,,
3571,Kepler-82 c,3027.0,13.9 Earths,15.138,2012,Neptune-like,2012,13.9 Earths,0.476 x Jupiter,0.2626 AU,Kepler-1270,Transit,,,19h06m51.75s,+48d38m43.0s,5047.0,1.28,3.38
3572,Kepler-82 d,3027.0,3.78 Earths,15.138,2014,Super Earth,2014,3.78 Earths,1.77 x Earth,0.034 AU,,,,,,,,,
3573,Kepler-82 e,3027.0,6.66 Earths,15.138,2014,Neptune-like,2014,6.66 Earths,0.22 x Jupiter,0.063 AU,Kepler-1271,Transit,,,19h05m22.63s,+37d24m43.1s,6143.0,1.13,1.23
3574,Kepler-82 f,3027.0,20.9 Earths,15.138,2019,Neptune-like,2019,20.9 Earths,0.432 x Jupiter,0.3395 AU,,,,,,,,,
3575,Kepler-830 b,3660.0,3.53 Earths,14.789,2016,Super Earth,2016,3.53 Earths,1.7 x Earth,Unknown,Kepler-1272,Transit,,,19h00m52.76s,+38d48m21.2s,5926.0,1.06,1.09
3576,Kepler-831 b,1882.0,2.15 Earths,13.631,2016,Super Earth,2016,2.15 Earths,1.27 x Earth,Unknown,,,,,,,,,
3577,Kepler-832 b,4391.0,4.9 Earths,15.859,2016,Super Earth,2016,4.9 Earths,2.06 x Earth,Unknown,Kepler-1273,Transit,,,19h03m12.77s,+44d52m24.3s,5566.0,0.94,0.91
3578,Kepler-833 b,1373.0,4.74 Earths,15.469,2016,Super Earth,2016,4.74 Earths,2.02 x Earth,Unknown,,,,,,,,,
3579,Kepler-834 b,2022.0,4.74 Earths,15.928,2016,Super Earth,2016,4.74 Earths,2.02 x Earth,Unknown,Kepler-1274,Transit,,,18h58m22.49s,+46d26m59.2s,6179.0,1.45,2.17
3580,Kepler-835 b,6560.0,8.2 Earths,15.89,2016,Neptune-like,2016,8.2 Earths,0.249 x Jupiter,Unknown,,,,,,,,,
3581,Kepler-836 b,3272.0,7.9 Earths,14.587,2016,Neptune-like,2016,7.9 Earths,0.244 x Jupiter,Unknown,Kepler-1275,Transit,,,19h34m00.12s,+44d55m56.8s,6296.0,1.23,1.36
3582,Kepler-837 b,2760.0,7.08 Earths,15.229,2016,Neptune-like,2016,7.08 Earths,0.228 x Jupiter,Unknown,,,,,,,,,
3583,Kepler-838 b,3947.0,7.9 Earths,15.23,2016,Neptune-like,2016,7.9 Earths,0.244 x Jupiter,Unknown,Kepler-1276,Transit,,,19h11m25.68s,+40d32m49.9s,6188.0,1.14,1.21
3584,Kepler-839 b,2717.0,7.13 Earths,13.563,2016,Neptune-like,2016,7.13 Earths,0.229 x Jupiter,Unknown,,,,,,,,,
3585,Kepler-83 b,1321.0,0.132 Jupiters,15.783,2012,Gas Giant,2012,0.132 Jupiters,0.252 x Jupiter,0.07295 AU,Kepler-1277,Transit,,,19h40m24.58s,+40d34m20.6s,5578.0,0.94,0.92
3586,Kepler-83 c,1321.0,11.4 Earths,15.783,2012,Super Earth,2012,11.4 Earths,0.211 x Jupiter,0.11796 AU,,,,,,,,,
3587,Kepler-83 d,1321.0,24.6 Earths,15.783,2014,Super Earth,2014,24.6 Earths,1.94 x Earth,0.051 AU,Kepler-1278,Transit,,,18h51m49.66s,+42d49m32.2s,6074.0,1.11,1.16
3588,Kepler-840 b,2538.0,135 Jupiters,14.129,2016,Gas Giant,2016,135 Jupiters,1.523 x Jupiter,Unknown,,,,,,,,,
